45,12.178,1545186950,user_group-2,1.697990,,{'Example_Timer': 1.6962110377127795}
46,12.412,1545186950,user_group-1,1.603893,,{'Example_Timer': 1.602686080636122}
47,12.665,1545186950,user_group-1,1.661895,,{'Example_Timer': 1.6607366440496794}
48,12.710,1545186950,user_group-2,1.900797,,{'Example_Timer': 1.8988487197931923}
49,13.258,1545186951,user_group-2,1.079672,,{'Example_Timer': 1.07851607038363}
50,13.370,1545186951,user_group-2,1.947550,,{'Example_Timer': 1.9455480069341697}
51,13.749,1545186951,user_group-1,1.336305,,{'Example_Timer': 1.3348751261831406}
52,13.858,1545186952,user_group-1,1.689911,,{'Example_Timer': 1.6881799015473686}
53,13.878,1545186952,user_group-1,1.213017,,{'Example_Timer': 1.2117417168199003}
54,13.898,1545186952,user_group-2,1.188045,,{'Example_Timer': 1.1877049857859485}
55,14.976,1545186953,user_group-2,1.077918,,{'Example_Timer': 1.0767639135317657}
56,15.107,1545186953,user_group-2,1.848886,,{'Example_Timer': 1.8469795155378677}
57,15.117,1545186953,user_group-2,1.746600,,{'Example_Timer': 1.7450975707322876}
58,15.158,1545186953,user_group-1,1.279176,,{'Example_Timer': 1.277840210525084}
59,15.202,1545186953,user_group-1,1.453031,,{'Example_Timer': 1.4515119639730674}
60,15.737,1545186953,user_group-1,1.878157,,{'Example_Timer': 1.8777713052529665}
61,15.983,1545186954,user_group-2,1.006420,,{'Example_Timer': 1.0053299195787764}
62,16.314,1545186954,user_group-2,1.197282,,{'Example_Timer': 1.1960265547856035}
63,16.702,1545186954,user_group-1,1.543989,,{'Example_Timer': 1.5423739228190265}
64,16.717,1545186954,user_group-2,1.609478,,{'Example_Timer': 1.6078761405180289}
65,16.898,1545186955,user_group-1,1.695984,,{'Example_Timer': 1.6942339712566303}
66,17.017,1545186955,user_group-1,1.280290,,{'Example_Timer': 1.279323332059902}
67,17.721,1545186955,user_group-2,1.738196,,{'Example_Timer': 1.7363996967733872}
68,18.051,1545186956,user_group-2,1.736899,,{'Example_Timer': 1.7350625347157167}
69,18.091,1545186956,user_group-1,1.192802,,{'Example_Timer': 1.1915286809297203}
70,18.164,1545186956,user_group-1,1.462441,,{'Example_Timer': 1.4608294580951164}
71,18.317,1545186956,user_group-1,1.300000,,{'Example_Timer': 1.2995401516066116}
72,18.365,1545186956,user_group-2,1.648270,,{'Example_Timer': 1.6480936448201438}
73,19.116,1545186957,user_group-2,1.394973,,{'Example_Timer': 1.394143494340765}
74,19.256,1545186957,user_group-1,1.165429,,{'Example_Timer': 1.1641598163184663}
75,19.261,1545186957,user_group-2,1.209316,,{'Example_Timer': 1.2080567600508865}
76,19.398,1545186957,user_group-1,1.081131,,{'Example_Timer': 1.079967926628382}
77,19.884,1545186958,user_group-2,1.519125,,{'Example_Timer': 1.5175360798597426}
78,20.013,1545186958,user_group-1,1.848641,,{'Example_Timer': 1.8477748086716157}
79,20.223,1545186958,user_group-2,1.106373,,{'Example_Timer': 1.1052123460651913}
80,20.652,1545186958,user_group-2,1.390996,,{'Example_Timer': 1.3895338341171786}
81,21.074,1545186959,user_group-1,1.817611,,{'Example_Timer': 1.8157347014390934}
82,21.261,1545186959,user_group-2,1.038720,,{'Example_Timer': 1.0375883184355823}
83,21.311,1545186959,user_group-2,1.427099,,{'Example_Timer': 1.4255954391228582}
84,21.390,1545186959,user_group-1,1.991974,,{'Example_Timer': 1.989921259394161}
85,21.617,1545186959,user_group-1,1.603760,,{'Example_Timer': 1.6020951465067266}
86,21.670,1545186959,user_group-2,1.018073,,{'Example_Timer': 1.0178172245092516}
87,22.174,1545186960,user_group-1,1.099624,,{'Example_Timer': 1.0984355648356299}
88,22.355,1545186960,user_group-2,1.093240,,{'Example_Timer': 1.0920826587566528}
89,22.465,1545186960,user_group-1,1.074092,,{'Example_Timer': 1.0729305400781473}
90,22.967,1545186961,user_group-2,1.655074,,{'Example_Timer': 1.653324978296411}
91,23.038,1545186961,user_group-1,1.420728,,{'Example_Timer': 1.4192260615615577}
92,23.473,1545186961,user_group-1,1.299007,,{'Example_Timer': 1.2987036509431538}
93,23.624,1545186961,user_group-2,1.953704,,{'Example_Timer': 1.9535415077204996}
94,23.748,1545186961,user_group-2,1.393041,,{'Example_Timer': 1.391554179410461}
95,23.776,1545186961,user_group-1,1.311736,,{'Example_Timer': 1.3103550156407933}
96,24.419,1545186962,user_group-1,1.380929,,{'Example_Timer': 1.3751387896304876}
97,24.513,1545186962,user_group-2,1.546094,,{'Example_Timer': 1.5444861757531592}
98,24.752,1545186962,user_group-1,1.279393,,{'Example_Timer': 1.2780467255473016}
99,24.803,1545186963,user_group-2,1.179229,,{'Example_Timer': 1.177963357478701}
100,24.989,1545186963,user_group-1,1.212359,,{'Example_Timer': 1.2110791829817973}
101,25.572,1545186963,user_group-1,1.152758,,{'Example_Timer': 1.1515088606952575}
102,25.624,1545186963,user_group-2,1.875623,,{'Example_Timer': 1.8736809940584367}
103,25.965,1545186964,user_group-1,1.212107,,{'Example_Timer': 1.2108141224753353}
104,26.357,1545186964,user_group-2,1.843588,,{'Example_Timer': 1.8416550743167917}
105,26.669,1545186964,user_group-1,1.679503,,{'Example_Timer': 1.677741276556185}
106,26.671,1545186964,user_group-2,1.868068,,{'Example_Timer': 1.8660997956453382}
107,27.273,1545186965,user_group-1,1.701738,,{'Example_Timer': 1.6999528181628456}
108,27.391,1545186965,user_group-2,1.767309,,{'Example_Timer': 1.7663668413943434}
109,27.796,1545186966,user_group-1,1.831635,,{'Example_Timer': 1.8297191387448346}
110,27.930,1545186966,user_group-1,1.261762,,{'Example_Timer': 1.2604495377293676}
111,28.174,1545186966,user_group-2,1.817692,,{'Example_Timer': 1.8157796487688893}
112,28.252,1545186966,user_group-2,1.580577,,{'Example_Timer': 1.5789844270532551}
113,28.287,1545186966,user_group-1,1.013081,,{'Example_Timer': 1.0119856471907898}
114,28.786,1545186966,user_group-2,1.394343,,{'Example_Timer': 1.392849639213966}
115,28.877,1545186967,user_group-1,1.080966,,{'Example_Timer': 1.0798133500002045}
116,29.044,1545186967,user_group-1,1.113793,,{'Example_Timer': 1.1126143821703602}
117,29.558,1545186967,user_group-2,1.383380,,{'Example_Timer': 1.3810336755234798}
118,29.965,1545186968,user_group-2,1.712818,,{'Example_Timer': 1.7110527334171945}
119,30.136,1545186968,user_group-1,1.849272,,{'Example_Timer': 1.8473537863974494}
120,30.586,1545186968,user_group-2,1.800788,,{'Example_Timer': 1.7988883687180939}
121,30.751,1545186968,user_group-1,1.873460,,{'Example_Timer': 1.8715274491594933}
122,30.942,1545186969,user_group-1,1.897771,,{'Example_Timer': 1.8976218439506496}
123,31.172,1545186969,user_group-2,1.613860,,{'Example_Timer': 1.612157089853182}
124,31.296,1545186969,user_group-2,1.331242,,{'Example_Timer': 1.330230254885159}
